import time: self [us] | cumulative | imported package
import time:       395 |        395 |               keras.src.layers.reshaping.up_sampling1d
import time:       681 |        681 |               keras.src.layers.reshaping.up_sampling2d
import time:       641 |        641 |               keras.src.layers.reshaping.up_sampling3d
import time:       360 |        360 |               keras.src.layers.reshaping.zero_padding1d
import time:       380 |        380 |               keras.src.layers.reshaping.zero_padding2d
import time:       404 |        404 |               keras.src.layers.reshaping.zero_padding3d
import time:       306 |        306 |                 keras.src.layers.rnn
import time:      1445 |       1750 |               keras.src.layers.rnn.bidirectional
import time:       451 |        451 |                   keras.src.layers.rnn.dropout_rnn_cell
import time:       474 |        474 |                     keras.src.layers.rnn.stacked_rnn_cells
import time:       765 |       1239 |                   keras.src.layers.rnn.rnn
import time:      1103 |       2791 |                 keras.src.layers.rnn.conv_lstm
import time:       453 |       3243 |               keras.src.layers.rnn.conv_lstm1d
import time:       663 |        663 |               keras.src.layers.rnn.conv_lstm2d
import time:       481 |        481 |               keras.src.layers.rnn.conv_lstm3d
import time:      1234 |       1234 |               keras.src.layers.rnn.gru
import time:      1504 |       1504 |               keras.src.layers.rnn.lstm
import time:      1149 |       1149 |               keras.src.layers.rnn.simple_rnn
import time:       678 |        678 |               keras.src.layers.rnn.time_distributed
import time:      2173 |     132417 |             keras.src.layers
import time:      1044 |       1044 |                                 keras.src.optimizers.schedules.learning_rate_schedule
import time:       392 |       1436 |                               keras.src.optimizers.schedules
import time:      1104 |       2540 |                             keras.src.optimizers.base_optimizer
import time:       970 |        970 |                             keras.src.backend.tensorflow.optimizer
import time:       540 |       4049 |                           keras.src.optimizers.optimizer
import time:      1283 |       5332 |                         keras.src.optimizers.adadelta
import time:       812 |        812 |                         keras.src.optimizers.adafactor
import time:       731 |        731 |                         keras.src.optimizers.adagrad
import time:      1098 |       1098 |                         keras.src.optimizers.adam
import time:       980 |        980 |                         keras.src.optimizers.adamax
import time:       837 |        837 |                         keras.src.optimizers.adamw
import time:       929 |        929 |                         keras.src.optimizers.ftrl
import time:       674 |        674 |                         keras.src.optimizers.lion
import time:       616 |        616 |                         keras.src.optimizers.loss_scale_optimizer
import time:       796 |        796 |                         keras.src.optimizers.muon
import time:       536 |        536 |                         keras.src.optimizers.nadam
import time:       430 |        430 |                         keras.src.optimizers.rmsprop
import time:       406 |        406 |                         keras.src.optimizers.sgd
import time:      1055 |      15224 |                       keras.src.optimizers
import time:        43 |      15266 |                     keras.src.optimizers.optimizer
import time:       444 |      15709 |                   keras.src.models.variable_mapping
import time:       991 |        991 |                   keras.src.trainers
import time:      1241 |       1241 |                     keras.src.trainers.compile_utils
import time:       909 |        909 |                           keras.src.trainers.data_adapters.data_adapter_utils
import time:      1412 |       2321 |                         keras.src.trainers.data_adapters.array_slicing
import time:       417 |        417 |                         keras.src.trainers.data_adapters.data_adapter
import time:       912 |       3649 |                       keras.src.trainers.data_adapters.array_data_adapter
import time:       689 |        689 |                       keras.src.trainers.data_adapters.py_dataset_adapter
import time:       977 |        977 |                       keras.src.trainers.data_adapters.generator_data_adapter
import time:       151 |        151 |                         grain
import time:      1383 |       1534 |                       keras.src.trainers.data_adapters.grain_dataset_adapter
import time:       958 |        958 |                       keras.src.trainers.data_adapters.tf_dataset_adapter
import time:       717 |        717 |                       keras.src.trainers.data_adapters.torch_data_loader_adapter
import time:       584 |       9105 |                     keras.src.trainers.data_adapters
import time:      2370 |      12715 |                   keras.src.trainers.trainer
import time:       752 |        752 |                         keras.src.callbacks.callback
import time:      1550 |       2301 |                       keras.src.callbacks.backup_and_restore
import time:       541 |        541 |                         keras.src.callbacks.history
import time:       425 |        425 |                         keras.src.callbacks.progbar_logger
import time:       765 |       1729 |                       keras.src.callbacks.callback_list
import time:       712 |        712 |                       keras.src.callbacks.csv_logger
import time:       457 |        457 |                         keras.src.callbacks.monitor_callback
import time:       652 |       1109 |                       keras.src.callbacks.early_stopping
import time:       364 |        364 |                       keras.src.callbacks.lambda_callback
import time:       382 |        382 |                       keras.src.callbacks.learning_rate_scheduler
import time:       726 |        726 |                       keras.src.callbacks.model_checkpoint
import time:       385 |        385 |                       keras.src.callbacks.reduce_lr_on_plateau
import time:       341 |        341 |                       keras.src.callbacks.remote_monitor
import time:       694 |        694 |                       keras.src.callbacks.swap_ema_weights
import time:      1310 |       1310 |                       keras.src.callbacks.tensorboard
import time:       521 |        521 |                       keras.src.callbacks.terminate_on_nan
import time:       896 |      11464 |                     keras.src.callbacks
import time:       611 |        611 |                     keras.src.trainers.epoch_iterator
import time:      1459 |      13533 |                   keras.src.backend.tensorflow.trainer
import time:      1252 |      44199 |                 keras.src.models.model
import time:      1197 |       1197 |                 keras.src.ops.function
import time:      1699 |      47095 |               keras.src.models.functional
import time:      1065 |       1065 |               keras.src.models.sequential
import time:       393 |      48552 |             keras.src.models
import time:      1202 |       1202 |                   cv2.load_config_py3
import time:       650 |        650 |                   cv2.version
import time:       673 |        673 |                   cv2.misc.version
import time:     96522 |      99047 |                 cv2
import time:      1147 |     100193 |               keras.src.visualization.draw_bounding_boxes
import time:       268 |        268 |                   matplotlib
import time:        66 |        333 |                 matplotlib.pyplot
import time:       769 |       1102 |               keras.src.visualization.plot_image_gallery
import time:      1170 |     102464 |             keras.src.visualization
import time:      1233 |     459090 |           keras.src
import time:        55 |     459145 |         keras.src.activations
import time:      1032 |     460176 |       keras.activations
import time:      1201 |       1201 |             keras.src.applications.imagenet_utils
import time:      1796 |       2997 |           keras.src.applications.convnext
import time:      1626 |       4622 |         keras.applications.convnext
import time:      1123 |       1123 |           keras.src.applications.densenet
import time:       949 |       2072 |         keras.applications.densenet
import time:      1406 |       1406 |           keras.src.applications.efficientnet
import time:      1253 |       2659 |         keras.applications.efficientnet
import time:      1466 |       1466 |           keras.src.applications.efficientnet_v2
import time:      1653 |       3119 |         keras.applications.efficientnet_v2
import time:       822 |        822 |         keras.applications.imagenet_utils
import time:       925 |        925 |           keras.src.applications.inception_resnet_v2
import time:       740 |       1665 |         keras.applications.inception_resnet_v2
import time:      1183 |       1183 |           keras.src.applications.inception_v3
import time:       506 |       1689 |         keras.applications.inception_v3
import time:       990 |        990 |           keras.src.applications.mobilenet
import time:       741 |       1730 |         keras.applications.mobilenet
import time:       934 |        934 |           keras.src.applications.mobilenet_v2
import time:      1090 |       2024 |         keras.applications.mobilenet_v2
import time:       993 |        993 |           keras.src.applications.mobilenet_v3
import time:       577 |       1569 |         keras.applications.mobilenet_v3
import time:      1513 |       1513 |           keras.src.applications.nasnet
import time:       604 |       2117 |         keras.applications.nasnet
import time:      1260 |       1260 |           keras.src.applications.resnet
import time:       893 |       2153 |         keras.applications.resnet
import time:       689 |        689 |         keras.applications.resnet50
import time:       966 |        966 |           keras.src.applications.resnet_v2
import time:       894 |       1860 |         keras.applications.resnet_v2
import time:       819 |        819 |           keras.src.applications.vgg16
import time:       450 |       1269 |         keras.applications.vgg16
import time:       885 |        885 |           keras.src.applications.vgg19
import time:       513 |       1397 |         keras.applications.vgg19
import time:       611 |        611 |           keras.src.applications.xception
import time:      1026 |       1637 |         keras.applications.xception
import time:      2537 |      35619 |       keras.applications
import time:       763 |        763 |       keras.callbacks
import time:       841 |        841 |       keras.config
import time:       750 |        750 |       keras.constraints
import time:      1071 |       1071 |         keras.datasets.boston_housing
import time:       359 |        359 |         keras.datasets.california_housing
import time:       390 |        390 |         keras.datasets.cifar10
import time:       859 |        859 |         keras.datasets.cifar100
import time:       381 |        381 |         keras.datasets.fashion_mnist
import time:       348 |        348 |         keras.datasets.imdb
import time:       463 |        463 |         keras.datasets.mnist
import time:       477 |        477 |         keras.datasets.reuters
import time:       886 |       5230 |       keras.datasets
import time:       711 |        711 |       keras.distribution
import time:      1028 |       1028 |       keras.dtype_policies
import time:       583 |        583 |               keras.src.export.export_utils
import time:       649 |        649 |                 keras.src.backend.tensorflow.export
import time:       880 |       1528 |               keras.src.export.saved_model
import time:       539 |        539 |               keras.src.export.tf2onnx_lib
import time:       607 |       3256 |             keras.src.export.onnx
import time:       813 |        813 |             keras.src.export.openvino
import time:       485 |        485 |             keras.src.export.tfsm_layer
import time:       403 |       4955 |           keras.src.export
import time:        54 |       5009 |         keras.src.export.saved_model
import time:       718 |       5727 |       keras.export
import time:       716 |        716 |       keras.initializers
import time:       818 |        818 |         keras.legacy.saving
import time:       508 |       1326 |       keras.legacy
import time:       303 |        303 |       keras.mixed_precision
import time:       722 |        722 |         keras.src.models.cloning
import time:       308 |       1030 |       keras.models
import time:      1389 |       1389 |         keras.ops.image
import time:       446 |        446 |         keras.ops.linalg
import time:       547 |        547 |         keras.ops.nn
import time:       670 |        670 |         keras.ops.numpy
import time:       454 |        454 |         keras.src.ops.einops
import time:      1024 |       4527 |       keras.ops
import time:       437 |        437 |         keras.optimizers.legacy
import time:       377 |        377 |         keras.optimizers.schedules
import time:       687 |        687 |         keras.src.optimizers.lamb
import time:       452 |       1952 |       keras.optimizers
import time:       780 |        780 |       keras.quantizers
import time:       656 |        656 |       keras.random
import time:       434 |        434 |       keras.regularizers
import time:      1081 |       1081 |       keras.tree
import time:      1128 |       1128 |         keras.src.layers.preprocessing.feature_space
import time:       527 |        527 |         keras.src.utils.config
import time:       745 |        745 |           keras.src.layers.preprocessing.image_preprocessing.bounding_boxes.iou
import time:      1189 |       1933 |         keras.utils.bounding_boxes
import time:       406 |        406 |         keras.utils.legacy
import time:       836 |       4828 |       keras.utils
import time:       456 |        456 |         keras.src.visualization.draw_segmentation_masks
import time:       120 |        120 |           matplotlib
import time:       388 |        508 |         keras.src.visualization.plot_bounding_box_gallery
import time:       435 |        435 |         keras.src.visualization.plot_segmentation_mask_gallery
import time:       349 |       1746 |       keras.visualization
import time:       347 |        347 |               keras.src.wrappers.fixes
import time:       653 |        653 |               keras.src.wrappers.utils
import time:      1782 |       2781 |             keras.src.wrappers.sklearn_wrapper
import time:       348 |       3129 |           keras.src.wrappers
import time:        73 |       3201 |         keras.src.wrappers.sklearn_wrapper
import time:       464 |       3665 |       keras.wrappers
import time:      2213 |       2213 |         keras.src.legacy.backend
import time:      1773 |       3986 |       keras._tf_keras.keras.backend
import time:      1110 |       1110 |         keras.src.legacy.layers
import time:       998 |        998 |         keras.src.utils.jax_layer
import time:       741 |        741 |         keras.src.utils.torch_utils
import time:      1498 |       4346 |       keras._tf_keras.keras.layers
import time:       447 |        447 |         keras.src.legacy.losses
import time:       790 |       1236 |       keras._tf_keras.keras.losses
import time:       707 |        707 |       keras._tf_keras.keras.metrics
import time:       427 |        427 |             keras.src.legacy.preprocessing
import time:      1540 |       1966 |           keras.src.legacy.preprocessing.image
import time:      1265 |       3231 |         keras._tf_keras.keras.preprocessing.image
import time:       814 |        814 |           keras.src.legacy.preprocessing.sequence
import time:       361 |       1174 |         keras._tf_keras.keras.preprocessing.sequence
import time:       922 |        922 |           keras.src.legacy.preprocessing.text
import time:       686 |       1608 |         keras._tf_keras.keras.preprocessing.text
import time:      1109 |       7120 |       keras._tf_keras.keras.preprocessing
import time:      2023 |     553295 |     keras._tf_keras.keras
import time:      1662 |     554957 |   keras._tf_keras
import time:       861 |        861 |   keras.backend
import time:      1830 |       1830 |   keras.layers
import time:       874 |        874 |   keras.losses
import time:       545 |        545 |   keras.metrics
import time:      1056 |       1056 |     keras.preprocessing.image
import time:       493 |        493 |     keras.preprocessing.sequence
import time:       597 |       2145 |   keras.preprocessing
import time:       150 |        150 |       IPython
import time:      1050 |       1200 |     keras.src.saving.file_editor
import time:       424 |       1623 |   keras.saving
import time:      5560 |    7303733 | tensorflow
import time:       300 |        300 |   tensorflow.keras
import time:       199 |        498 | tensorflow.keras.preprocessing
import time:       614 |        614 | flask_sqlalchemy.cli
import time:      1154 |       1154 |       sqlalchemy.dialects.sqlite.json
import time:      6115 |       7269 |     sqlalchemy.dialects.sqlite.base
import time:      1321 |       1321 |     sqlalchemy.dialects.sqlite.pysqlite
import time:       757 |        757 |       sqlalchemy.connectors
import time:      1302 |       2058 |     sqlalchemy.connectors.asyncio
import time:      1603 |      12250 |   sqlalchemy.dialects.sqlite.aiosqlite
import time:       790 |        790 |   sqlalchemy.dialects.sqlite.pysqlcipher
import time:       957 |        957 |     sqlalchemy.dialects._typing
import time:      1529 |       2486 |   sqlalchemy.dialects.sqlite.dml
import time:       899 |      16423 | sqlalchemy.dialects.sqlite
import time:       821 |        821 |                 eventlet.patcher
import time:      1156 |       1156 |                   eventlet.support.greenlets
import time:       754 |       1909 |                 eventlet.support
import time:       125 |        125 |                 _thread
import time:      1056 |       1056 |                 threading
import time:       678 |        678 |                   eventlet.hubs.timer
import time:       148 |        148 |                   monotonic
import time:       926 |       1750 |                 eventlet.hubs.hub
import time:      1260 |       1260 |                   select
import time:       185 |        185 |                   time
import time:       872 |       2315 |                 eventlet.hubs.poll
import time:       452 |        452 |                 eventlet.timeout
import time:      3631 |      12055 |               eventlet.hubs
import time:       992 |      13046 |             eventlet.event
import time:      1409 |       1409 |             eventlet.greenthread
import time:      1577 |      16031 |           eventlet.queue
import time:      1731 |      17762 |         eventlet.greenpool
import time:      1174 |       1174 |         eventlet.green
import time:      1411 |       1411 |                 socket
import time:       146 |        146 |                 OpenSSL
import time:      1272 |       2828 |               eventlet.greenio.base
import time:      1839 |       1839 |                 _pyio
import time:       853 |       2692 |               eventlet.greenio.py3
import time:      1027 |       6545 |             eventlet.greenio
import time:       901 |       7445 |           eventlet.green._socket_nodns
import time:      1062 |       1062 |             eventlet.green.os
import time:       579 |        579 |             eventlet.green.time
import time:       708 |        708 |             eventlet.green.select
import time:      1098 |       1098 |             eventlet.green.ssl
import time:      1818 |       1818 |               dns.version
import time:      1394 |       3212 |             dns
import time:       322 |        322 |               dns
import time:      1085 |       1406 |             dns.rdtypes
import time:       563 |        563 |             dns.rdtypes.dns
import time:       212 |        212 |               dns.rdtypes
import time:      1144 |       1356 |             dns.rdtypes.ANY
import time:       613 |        613 |             dns.rdtypes.ANY.dns
import time:        59 |         59 |             dns.rdtypes.ANY.rdtypes
import time:       651 |        651 |             dns.rdtypes.IN
import time:       679 |        679 |             dns.rdtypes.IN.dns
import time:        48 |         48 |             dns.rdtypes.IN.rdtypes
import time:       618 |        618 |             dns.rdtypes.CH
import time:       167 |        167 |             dns.rdtypes.CH.dns
import time:        47 |         47 |             dns.rdtypes.CH.rdtypes
import time:      1512 |       1512 |                 dns.enum
import time:      1585 |       3097 |               dns.dnssectypes
import time:      1051 |       1051 |               dns.exception
import time:       726 |        726 |                 dns._immutable_ctx
import time:       793 |       1519 |               dns.immutable
import time:       729 |        729 |                 dns.ipv4
import time:       967 |        967 |                 dns.ipv6
import time:       687 |        687 |                   dns._features
import time:       920 |        920 |                   dns.wire
import time:      3441 |       5047 |                 dns.name
import time:      1886 |       1886 |                 dns.rdataclass
import time:      2246 |       2246 |                 dns.rdatatype
import time:       777 |        777 |                   dns.ttl
import time:      1424 |       2200 |                 dns.tokenizer
import time:      1696 |      14767 |               dns.rdata
import time:      1314 |      21746 |             dns.rdtypes.dnskeybase
import time:       856 |        856 |             dns.rdtypes.dsbase
import time:       841 |        841 |             dns.rdtypes.euibase
import time:       928 |        928 |               dns.rdtypes.util
import time:      1038 |       1966 |             dns.rdtypes.mxbase
import time:       827 |        827 |             dns.rdtypes.nsbase
import time:      1044 |       1044 |                   dns.rcode
import time:      1084 |       2127 |                 dns.tsig
import time:      1023 |       3150 |               dns.renderer
import time:      1998 |       5147 |             dns.rdtypes.svcbbase
import time:       879 |        879 |             dns.rdtypes.tlsabase
import time:       917 |        917 |             dns.rdtypes.txtbase
import time:       477 |        477 |             dns.rdtypes.util
import time:       294 |        294 |               dns.rdtypes.IN
import time:       811 |       1105 |             dns.rdtypes.IN.A
import time:      1727 |       1727 |             dns.rdtypes.IN.AAAA
import time:      2229 |       2229 |             dns.rdtypes.IN.APL
import time:       872 |        872 |             dns.rdtypes.IN.DHCID
import time:      1234 |       1234 |               dns.rdtypes.svcbbase
import time:       672 |       1905 |             dns.rdtypes.IN.HTTPS
import time:      1169 |       1169 |             dns.rdtypes.IN.IPSECKEY
import time:       727 |        727 |               dns.rdtypes.mxbase
import time:       829 |       1555 |             dns.rdtypes.IN.KX
import time:       934 |        934 |             dns.rdtypes.IN.NAPTR
import time:       661 |        661 |             dns.rdtypes.IN.NSAP
import time:       310 |        310 |               dns.rdtypes.nsbase
import time:       535 |        845 |             dns.rdtypes.IN.NSAP_PTR
import time:       883 |        883 |             dns.rdtypes.IN.PX
import time:       970 |        970 |             dns.rdtypes.IN.SRV
import time:       788 |        788 |             dns.rdtypes.IN.SVCB
import time:     15642 |      15642 |             dns.rdtypes.IN.WKS
import time:       301 |        301 |               dns.rdtypes.ANY
import time:       896 |       1196 |             dns.rdtypes.ANY.AFSDB
import time:      1045 |       1045 |             dns.rdtypes.ANY.AMTRELAY
import time:       360 |        360 |               dns.rdtypes.txtbase
import time:       687 |       1047 |             dns.rdtypes.ANY.AVC
import time:       709 |        709 |             dns.rdtypes.ANY.CAA
import time:       602 |        602 |               dns.rdtypes.dnskeybase
import time:       604 |       1205 |             dns.rdtypes.ANY.CDNSKEY
import time:       382 |        382 |               dns.rdtypes.dsbase
import time:       599 |        981 |             dns.rdtypes.ANY.CDS
import time:      1161 |       1161 |             dns.rdtypes.ANY.CERT
import time:      1051 |       1051 |             dns.rdtypes.ANY.CNAME
import time:       785 |        785 |             dns.rdtypes.ANY.CSYNC
import time:       586 |        586 |             dns.rdtypes.ANY.DLV
import time:       622 |        622 |             dns.rdtypes.ANY.DNAME
import time:       728 |        728 |             dns.rdtypes.ANY.DNSKEY
import time:       678 |        678 |             dns.rdtypes.ANY.DS
import time:       561 |        561 |               dns.rdtypes.euibase
import time:       516 |       1076 |             dns.rdtypes.ANY.EUI48
import time:       947 |        947 |             dns.rdtypes.ANY.EUI64
import time:      1359 |       1359 |             dns.rdtypes.ANY.GPOS
import time:       942 |        942 |             dns.rdtypes.ANY.HINFO
import time:       899 |        899 |             dns.rdtypes.ANY.HIP
import time:       738 |        738 |             dns.rdtypes.ANY.ISDN
import time:      1050 |       1050 |             dns.rdtypes.ANY.L32
import time:       533 |        533 |             dns.rdtypes.ANY.L64
import time:      1539 |       1539 |             dns.rdtypes.ANY.LOC
import time:       629 |        629 |             dns.rdtypes.ANY.LP
import time:       618 |        618 |             dns.rdtypes.ANY.MX
import time:      1089 |       1089 |             dns.rdtypes.ANY.NID
import time:       669 |        669 |             dns.rdtypes.ANY.NINFO
import time:       799 |        799 |             dns.rdtypes.ANY.NS
import time:      1480 |       1480 |             dns.rdtypes.ANY.NSEC
import time:      1188 |       1188 |             dns.rdtypes.ANY.NSEC3
import time:      1233 |       1233 |             dns.rdtypes.ANY.NSEC3PARAM
import time:      1303 |       1303 |             dns.rdtypes.ANY.OPENPGPKEY
import time:       843 |        843 |                 dns.inet
import time:      2643 |       3486 |               dns.edns
import time:      1889 |       5375 |             dns.rdtypes.ANY.OPT
import time:       770 |        770 |             dns.rdtypes.ANY.PTR
import time:       809 |        809 |             dns.rdtypes.ANY.RESINFO
import time:       721 |        721 |             dns.rdtypes.ANY.RP
import time:      1234 |       1234 |             dns.rdtypes.ANY.RRSIG
import time:       986 |        986 |             dns.rdtypes.ANY.RT
import time:       595 |        595 |               dns.rdtypes.tlsabase
import time:      1154 |       1748 |             dns.rdtypes.ANY.SMIMEA
import time:      1105 |       1105 |             dns.rdtypes.ANY.SOA
import time:       824 |        824 |             dns.rdtypes.ANY.SPF
import time:      1030 |       1030 |             dns.rdtypes.ANY.SSHFP
import time:      1331 |       1331 |             dns.rdtypes.ANY.TKEY
import time:       602 |        602 |             dns.rdtypes.ANY.TLSA
import time:      1405 |       1405 |             dns.rdtypes.ANY.TSIG
import time:       580 |        580 |             dns.rdtypes.ANY.TXT
import time:       982 |        982 |             dns.rdtypes.ANY.URI
import time:       669 |        669 |             dns.rdtypes.ANY.WALLET
import time:       869 |        869 |             dns.rdtypes.ANY.X25
import time:      1160 |       1160 |               dns.zonetypes
import time:      1005 |       2165 |             dns.rdtypes.ANY.ZONEMD
import time:      1278 |       1278 |               dns._asyncbackend
import time:      1191 |       2469 |             dns.asyncbackend
import time:       285 |        285 |               dns.asyncbackend
import time:      1038 |       1038 |                 dns.entropy
import time:      1155 |       1155 |                 dns.flags
import time:      1143 |       1143 |                 dns.opcode
import time:       421 |        421 |                 dns.rdtypes.ANY.OPT
import time:       322 |        322 |                 dns.rdtypes.ANY.TSIG
import time:      1449 |       1449 |                     dns.set
import time:      1628 |       3076 |                   dns.rdataset
import time:      1162 |       4238 |                 dns.rrset
import time:      2496 |      10810 |               dns.message
import time:      1286 |       1286 |               dns.quic
import time:      1979 |       1979 |                 dns.node
import time:       874 |        874 |                 dns.serial
import time:      1903 |       4754 |               dns.transaction
import time:       520 |        520 |                     dns.grange
import time:       720 |        720 |                     dns.rdtypes.ANY.SOA
import time:       606 |        606 |                     dns.rdtypes.ANY.ZONEMD
import time:      1507 |       1507 |                     dns.zonefile
import time:      2181 |       5532 |                   dns.zone
import time:      1146 |       6677 |                 dns.xfr
import time:      7742 |      14418 |               dns.query
import time:      1529 |      33079 |             dns.asyncquery
import time:       531 |        531 |                   dns.asyncquery
import time:      1309 |       1840 |                 dns.nameserver
import time:      1166 |       3006 |               dns._ddr
import time:      2038 |       2038 |                 dns.reversename
import time:      2574 |       4611 |               dns.resolver
import time:      1515 |       9131 |             dns.asyncresolver
import time:       678 |        678 |               dns.rdtypes.ANY.CDNSKEY
import time:       460 |        460 |               dns.rdtypes.ANY.CDS
import time:       351 |        351 |               dns.rdtypes.ANY.DNSKEY
import time:       551 |        551 |               dns.rdtypes.ANY.DS
import time:       511 |        511 |               dns.rdtypes.ANY.NSEC
import time:       802 |        802 |               dns.rdtypes.ANY.NSEC3PARAM
import time:       436 |        436 |               dns.rdtypes.ANY.RRSIG
import time:      2513 |       6299 |             dns.dnssec
import time:      1619 |       1619 |               dns.dnssecalgs.base
import time:      2236 |       3855 |             dns.dnssecalgs
import time:     37836 |      37836 |             dns.dnssectypes
import time:      1399 |       1399 |             dns.e164
import time:      2034 |       2034 |             dns.edns
import time:      1195 |       1195 |             dns.entropy
import time:       618 |        618 |             dns.exception
import time:       653 |        653 |             dns.flags
import time:       501 |        501 |             dns.immutable
import time:       730 |        730 |             dns.inet
import time:       356 |        356 |             dns.ipv4
import time:       376 |        376 |             dns.ipv6
import time:      1806 |       1806 |             dns.message
import time:      1731 |       1731 |             dns.name
import time:      1261 |       1261 |             dns.namedict
import time:      1568 |       1568 |             dns.node
import time:       528 |        528 |             dns.opcode
import time:      2314 |       2314 |             dns.query
import time:       432 |        432 |             dns.quic
import time:       833 |        833 |             dns.rcode
import time:      1762 |       1762 |             dns.rdata
import time:       897 |        897 |             dns.rdataclass
import time:       966 |        966 |             dns.rdataset
import time:      1338 |       1338 |             dns.rdatatype
import time:       435 |        435 |             dns.renderer
import time:      2164 |       2164 |             dns.resolver
import time:       474 |        474 |             dns.reversename
import time:       555 |        555 |             dns.rrset
import time:       328 |        328 |             dns.serial
import time:       369 |        369 |             dns.set
import time:       682 |        682 |             dns.tokenizer
import time:      1046 |       1046 |             dns.transaction
import time:       692 |        692 |             dns.tsig
import time:      1602 |       1602 |             dns.tsigkeyring
import time:       362 |        362 |             dns.ttl
import time:      1216 |       1216 |             dns.update
import time:       414 |        414 |             dns.version
import time:      1571 |       1571 |             dns.versioned
import time:       552 |        552 |             dns.wire
import time:       886 |        886 |             dns.xfr
import time:      2786 |       2786 |             dns.zone
import time:       607 |        607 |             dns.zonetypes
import time:      1099 |       1099 |             dns.zonefile
import time:    249566 |     514207 |           eventlet.support.greendns
import time:      1672 |     523324 |         eventlet.green.socket
import time:      1844 |     544102 |       eventlet.convenience
import time:      1528 |       1528 |       eventlet.semaphore
import time:      1096 |       1096 |       eventlet._version
import time:       266 |        266 |       monotonic
import time:      1660 |     548650 |     eventlet
import time:        89 |     548739 |   eventlet.green
import time:      1529 |       1529 |     eventlet.lock
import time:      1120 |       1120 |     eventlet.corolocal
import time:      1317 |       3965 |   eventlet.green.thread
import time:      1411 |       1411 |   threading
import time:      3610 |     557723 | eventlet.green.threading
import time:      1965 |       1965 |         socketserver
import time:      2622 |       4587 |       eventlet.green.SocketServer
import time:      1220 |       1220 |       http.server
import time:      2902 |       8708 |     eventlet.green.BaseHTTPServer
import time:      2175 |      10883 |   eventlet.wsgi
import time:       406 |        406 |     wsaccel
import time:        46 |        452 |   wsaccel.utf8validator
import time:       118 |        118 |     autobahn
import time:        27 |        144 |   autobahn.utf8validator
import time:      2572 |      14048 | eventlet.websocket
import time:       870 |        870 |             transformers.dependency_versions_table
import time:      1003 |       1003 |                   tqdm.contrib
import time:      1718 |       2721 |                 tqdm.contrib.concurrent
import time:      1566 |       1566 |                 huggingface_hub.constants
import time:      1556 |       1556 |                   huggingface_hub.errors
import time:      1590 |       1590 |                         huggingface_hub.utils.tqdm
import time:     19213 |      19213 |                           huggingface_hub.utils._runtime
import time:       747 |      19960 |                         huggingface_hub.utils._auth
import time:      1371 |       1371 |                         huggingface_hub.utils._cache_assets
import time:      1545 |       1545 |                             huggingface_hub.commands
import time:      2569 |       4113 |                           huggingface_hub.commands._cli_utils
import time:       905 |        905 |                           huggingface_hub.utils.logging
import time:      5859 |      10877 |                         huggingface_hub.utils._cache_manager
import time:       998 |        998 |                         huggingface_hub.utils._chunk_utils
import time:       952 |        952 |                         huggingface_hub.utils._datetime
import time:      1354 |       1354 |                         huggingface_hub.utils._experimental
import time:      1858 |       1858 |                               filelock._error
import time:      2652 |       4510 |                             filelock._api
import time:       621 |        621 |                               filelock._util
import time:       932 |       1553 |                             filelock._soft
import time:       479 |        479 |                             filelock._unix
import time:       685 |        685 |                             filelock._windows
import time:      2110 |       2110 |                             filelock.asyncio
import time:       611 |        611 |                             filelock.version
import time:      1677 |      11621 |                           filelock
import time:      1297 |      12918 |                         huggingface_hub.utils._fixes
import time:       955 |        955 |                           huggingface_hub.utils._subprocess
import time:      1289 |       2244 |                         huggingface_hub.utils._git_credential
import time:       813 |        813 |                           huggingface_hub.utils._deprecation
import time:       760 |        760 |                             huggingface_hub.utils._typing
import time:      1101 |       1860 |                           huggingface_hub.utils._validators
import time:      1201 |       3873 |                         huggingface_hub.utils._headers
import time:       546 |        546 |                         huggingface_hub.utils._hf_folder
import time:       982 |        982 |                           huggingface_hub.utils._lfs
import time:      3116 |       4098 |                         huggingface_hub.utils._http
import time:       604 |        604 |                         huggingface_hub.utils._pagination
import time:      1014 |       1014 |                         huggingface_hub.utils._paths
import time:      2306 |       2306 |                         huggingface_hub.utils._safetensors
import time:      1206 |       1206 |                         huggingface_hub.utils._telemetry
import time:      3363 |       3363 |                         huggingface_hub.utils._xet
import time:      1517 |      70784 |                       huggingface_hub.utils
import time:      7277 |      78060 |                     huggingface_hub._local_folder
import time:       765 |        765 |                       huggingface_hub.utils.insecure_hashlib
import time:      1246 |       2010 |                     huggingface_hub.utils.sha
import time:      3155 |      83225 |                   huggingface_hub.file_download
import time:      2700 |       2700 |                   huggingface_hub.lfs
import time:      3320 |      90798 |                 huggingface_hub._commit_api
import time:      2173 |       2173 |                 huggingface_hub._inference_endpoints
import time:      4014 |       4014 |                   huggingface_hub._space_api
import time:      3639 |       7653 |                 huggingface_hub._jobs_api
import time:      1841 |       1841 |                 huggingface_hub._upload_large_folder
import time:      5043 |       5043 |                 huggingface_hub.community
import time:      3023 |       3023 |                 huggingface_hub.repocard_data
import time:       582 |        582 |                 huggingface_hub.utils.endpoint_helpers
import time:      2038 |       2038 |                   transformers.utils.doc
import time:      1387 |       1387 |                     transformers.utils.logging
import time:     35037 |      35037 |                     transformers.utils.import_utils
import time:      3989 |       3989 |                       torch._utils
import time:      1194 |       1194 |                       torch._utils_internal
